country,country_long,capacity_mw,primary_fuel,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017
NOR,Norway,51,Hydro,201.19,189.35,189.35,189.86,189.35
NOR,Norway,83,Hydro,322.7,338.21,307.73,308.57,307.73
NOR,Norway,20,Hydro,86.02,90.29,91.63,89.24,91.87
NOR,Norway,22,Hydro,88.63,83.52,83.52,83.75,83.52
NOR,Norway,60,Hydro,275.89,277.82,276.25,276.35,275.89
NOR,Norway,140,Hydro,494.74,516.85,494.74,524.42,494.74
NOR,Norway,2,Hydro,9.11,9.28,8.43,8.11,8.55
NOR,Norway,15,Hydro,80.07,79.7,77.94,79.51,75.97
NOR,Norway,6,Hydro,29.19,28.92,30.45,28.81,30.45
NOR,Norway,6,Hydro,24.41,24.59,24.91,25.17,24.59
NOR,Norway,264,Hydro,1041.71,982.04,982.04,984.73,982.04
NOR,Norway,275,Hydro,921.55,943.5,928.45,924.07,928.45
NOR,Norway,29,Hydro,116.63,109.9,109.9,110.2,109.9
NOR,Norway,307,Hydro,1131.47,1131.47,1171.49,1174.7,1183.86
NOR,Norway,60,Hydro,243.96,249.05,246.91,258.07,268.55
NOR,Norway,26,Hydro,133.16,132.75,134.89,132.43,138.38
NOR,Norway,250,Gas,,,,,718.96
NOR,Norway,42,Hydro,162.43,154.7,161.33,162.02,163.17
NOR,Norway,9,Hydro,32.49,30.17,30.17,30.25,30.17
NOR,Norway,2,Hydro,9.29,9.27,9.37,9.3,9.46
NOR,Norway,1,Hydro,4.06,3.64,3.55,3.65,3.52
NOR,Norway,46,Hydro,,,,,204.33
NOR,Norway,72,Hydro,343.88,321.97,343.82,319.18,323.45
NOR,Norway,118,Hydro,410.91,414.42,414.42,415.56,412.54
NOR,Norway,520,Gas,,,,,1495.44
NOR,Norway,260,Hydro,891.82,773.64,874.92,775.76,870.51
NOR,Norway,378,Hydro,1364.47,1162.17,1325.17,1294.6,1278.21
NOR,Norway,343,Hydro,1294.72,1281.74,1323.55,1298.27,1294.72
NOR,Norway,51,Hydro,217.15,218.83,224.17,223.9,226.36
NOR,Norway,70,Hydro,311.94,285.83,298.05,292.28,323.97
NOR,Norway,299,Hydro,1198.34,1091.99,1152.43,1090.53,1152.43
NOR,Norway,56,Hydro,276.92,246.82,248.09,285.91,254.97
NOR,Norway,9,Hydro,39.71,39.64,41.4,38.77,41.4
NOR,Norway,302,Hydro,1004.83,1004.83,986.32,953.91,990.65
NOR,Norway,50,Hydro,186.41,198.44,198.32,198.98,219.12
NOR,Norway,93,Hydro,375.58,353.99,353.99,354.96,353.99
NOR,Norway,36,Wind,,,,,85.06
NOR,Norway,240,Hydro,973.9,919.64,919.64,922.16,919.64
NOR,Norway,56,Hydro,224.77,211.77,211.77,212.35,211.77
NOR,Norway,50,Hydro,198.2,182.45,204.88,198.43,193.74
NOR,Norway,96,Hydro,395.43,392.99,401.59,397.02,393.81
NOR,Norway,188,Hydro,662.36,641.09,673.33,707.9,673.33
NOR,Norway,150,Hydro,531.98,487.48,531.98,533.44,531.98
NOR,Norway,109,Hydro,468.92,466.71,466.58,469.1,466.71
NOR,Norway,253,Gas,,,,,727.59
NOR,Norway,39,Hydro,167.54,167.54,166.24,167.86,166.75
NOR,Norway,570,Hydro,2109.26,2061.24,2081.77,2066.88,2076.12
NOR,Norway,100,Hydro,402.57,379.35,379.35,380.39,379.35
NOR,Norway,114,Hydro,414.88,446.86,417.24,448.08,430.1
NOR,Norway,113,Hydro,412.32,444.01,414.65,445.23,427.4
NOR,Norway,192,Hydro,661.35,688.21,687.76,690.09,760.45
NOR,Norway,56,Hydro,271.53,244.96,238.3,265.07,232.89
NOR,Norway,65,Hydro,309.4,295.89,301.39,311.25,289.91
NOR,Norway,206,Hydro,765.13,756.45,849.88,760.75,775.91
NOR,Norway,90,Hydro,401.53,406.75,407.11,364.47,359.55
NOR,Norway,674,Hydro,2408.51,2567,2263.33,2433.14,2396.42
NOR,Norway,78,Hydro,315.34,297.23,297.23,298.05,297.23
NOR,Norway,75,Hydro,298.06,298.64,297.76,301.73,297.76
NOR,Norway,229,Hydro,954.32,902.55,902.55,905.03,902.55
NOR,Norway,60,Hydro,293.54,255.09,283.47,255.79,271.57
NOR,Norway,88,Hydro,375.59,332.46,357.96,336.38,345.41
NOR,Norway,83,Hydro,315.17,366.26,325.56,327.12,344.32
NOR,Norway,120,Hydro,455.44,466.33,466.33,450.99,468.86
NOR,Norway,360,Hydro,1363.05,1326.81,1382.91,1465.63,1410.66
NOR,Norway,54,Hydro,267.57,266.72,271.17,251.72,278.41
NOR,Norway,102,Hydro,491.08,491.08,476.45,509.55,492.78
NOR,Norway,160,Wind,,,,,378.06
NOR,Norway,240,Hydro,898.57,912.49,913.45,914.98,786.62
NOR,Norway,250,Hydro,838.33,870.97,861.03,834.67,864.46
NOR,Norway,140,Hydro,490.19,527.27,518.2,519.62,511.66
NOR,Norway,310,Hydro,1223.23,1153.15,1153.15,1156.31,1153.15
NOR,Norway,88,Hydro,345.31,353.3,361.04,353.05,344.77
NOR,Norway,107,Hydro,406.26,406.42,395.99,420.79,426.71
NOR,Norway,125,Hydro,572.23,507.19,510.02,592.18,526.17
NOR,Norway,198,Hydro,763.33,718.57,718.57,720.54,718.57
NOR,Norway,66,Hydro,265,249.67,249.67,250.36,249.67
NOR,Norway,170,Hydro,628.67,601.83,628.67,603.48,601.83
NOR,Norway,42,Hydro,197.85,182.93,182.93,183.43,182.93
NOR,Norway,350,Hydro,1056.95,1070.84,1070.84,1043.2,1103.33
NOR,Norway,118,Hydro,432.49,412.56,432.49,437.56,414.46
NOR,Norway,128,Hydro,509.51,434.52,492.85,450.54,451.07
NOR,Norway,780,Hydro,3137.37,3252.67,3328.57,3261.58,3332.52
NOR,Norway,42,Hydro,194.43,186.33,193.72,195.76,208.88
NOR,Norway,140,Hydro,586.42,554.78,554.78,556.3,554.78
NOR,Norway,111,Hydro,535.02,531.66,515.3,536.49,551.94
NOR,Norway,61,Hydro,265.35,263.7,255.11,256.55,254.4
NOR,Norway,720,Hydro,2880.89,2718.12,2718.12,2725.57,2718.12
NOR,Norway,60,Hydro,247.3,216.67,247.3,228.36,242.6
NOR,Norway,70,Hydro,333.17,331.05,320.74,334.09,343.84
NOR,Norway,130,Hydro,476.34,488.07,490.81,477.64,495.54
NOR,Norway,140,Hydro,543.42,546.82,550.58,532.16,546.93
NOR,Norway,480,Hydro,1751.97,1739.24,1789.37,1747,1872.41
NOR,Norway,1130,Hydro,3988.43,4026.87,4057.17,3896.49,4027.72
NOR,Norway,170,Hydro,724.04,750.88,724.04,689.98,750.88
NOR,Norway,169,Hydro,704.04,682.77,682.77,701.14,703.26
NOR,Norway,203,Hydro,835.92,836.66,812.07,853.78,811.34
NOR,Norway,64,Hydro,250.97,249.56,250.57,251.26,256.82
NOR,Norway,440,Hydro,1407.92,1301.38,1407.92,1347.67,1375.35
NOR,Norway,258,Hydro,975.8,872.43,861.97,958.39,860.83
NOR,Norway,40,Hydro,155.22,162.7,147.67,148.07,147.67
NOR,Norway,206,Hydro,861.71,853.11,910.54,855.45,858.62
NOR,Norway,42,Hydro,156,159.41,173.11,160.17,167.72
NOR,Norway,150,Hydro,643.17,607.14,670.55,608.81,669.12
NOR,Norway,252,Hydro,935.2,949.81,950.81,952.4,817.65
NOR,Norway,224,Hydro,769.78,774.23,878.69,776.27,773.7
NOR,Norway,55,Hydro,220.37,207.6,207.6,208.17,207.6
NOR,Norway,45,Hydro,190.1,178.97,184.75,173.81,190.1
NOR,Norway,375,Hydro,1173.68,1181.11,1285.13,1186.34,1365.41
NOR,Norway,42,Hydro,202.21,188.11,185.24,202.93,180.73
NOR,Norway,66,Hydro,258.41,258.01,258.01,249.94,255.12
SVK,Slovakia,6,Solar,8.29,8.91,8.9,8.58,8.36
SVK,Slovakia,880,Nuclear,,,,,6805.78
SVK,Slovakia,735,Hydro,2597.78,2210.18,2927.73,2216.24,2210.18
SVK,Slovakia,24,Hydro,118.03,117.69,129.12,122.91,130.73
SVK,Slovakia,16.5,Hydro,73.11,55.75,63.33,52.24,55.8
SVK,Slovakia,720,Hydro,2544.76,2165.08,2867.98,2171.01,2165.08
SVK,Slovakia,25.5,Hydro,109.94,79.39,86.88,77.61,76.33
SVK,Slovakia,31.5,Hydro,129.73,93.34,112.39,92.27,95.87
SVK,Slovakia,15,Hydro,66.47,50.68,57.57,47.49,50.72
SVK,Slovakia,25.5,Hydro,109.94,79.17,86.88,77.82,76.33
SVK,Slovakia,45.06,Hydro,162.84,125.98,147.98,126.32,125.98
SVK,Slovakia,24.75,Hydro,107.48,76.13,94.03,75.61,80.65
SVK,Slovakia,18,Solar,25.22,27.38,26.7,26.34,25.66
SVK,Slovakia,80,Gas,,,,,122.91
SVK,Slovakia,38.4,Hydro,157.75,116.86,145.27,112.32,112.65
SVK,Slovakia,198,Hydro,683.72,490.15,522.63,409.11,490.15
SVK,Slovakia,43.2,Hydro,181.75,133.56,144.47,130.86,128.7
SVK,Slovakia,430,Gas,,,,,660.67
SVK,Slovakia,93.6,Hydro,378.55,278.04,334.66,274.88,285.56
SVK,Slovakia,880,Nuclear,,,,,6805.78
SVK,Slovakia,67.5,Hydro,272.99,200.51,241.42,198.23,205.93
SVK,Slovakia,518,Coal,,,,,1187.64
SVK,Slovakia,25.5,Hydro,94.15,69.33,81.78,69.52,69.33
SVK,Slovakia,21.75,Hydro,69.78,61.42,72.74,55.84,60.32
SVK,Slovakia,218,Gas,,,,,334.94
SVK,Slovakia,55.2,Hydro,222.78,163.97,197.36,162.11,168.4
SVK,Slovakia,60,Hydro,249.82,173.66,189.52,170.62,161.51
SVK,Slovakia,38.4,Hydro,158.2,112.18,137.57,112.18,116.81
SVK,Slovakia,16.5,Hydro,74.05,57.63,66.35,55.28,55.8
SVK,Slovakia,880,Coal,,,,,2017.61
TUN,Tunisia,4.8,Hydro,10.98,11.09,10.98,10.29,11.99
TUN,Tunisia,486,Gas,,,,,2745.66
TUN,Tunisia,185,Gas,,,,,1045.16
TUN,Tunisia,1.2,Hydro,3.01,3.01,3.01,3.02,2.9
TUN,Tunisia,236,Gas,,,,,1333.28
TUN,Tunisia,1.2,Hydro,2.72,2.72,2.72,2.73,2.72
TUN,Tunisia,415,Gas,,,,,2344.55
TUN,Tunisia,22,Gas,,,,,124.28
TUN,Tunisia,123,Gas,,,,,694.89
TUN,Tunisia,470,Gas,,,,,2655.27
TUN,Tunisia,1,Hydro,2.4,2.4,2.4,2.4,2.4
TUN,Tunisia,68,Gas,,,,,384.16
TUN,Tunisia,56,Gas,,,,,316.37
TUN,Tunisia,44,Gas,,,,,248.57
TUN,Tunisia,72,Wind,,204.17,218.87,186.33,182.52
TUN,Tunisia,13,Hydro,20.44,22.64,20.86,20.49,20.44
TUN,Tunisia,700,Gas,,,,,3954.66
TUN,Tunisia,44,Gas,,,,,248.57
TUN,Tunisia,70,Wind,,,,,128.28
TUN,Tunisia,33,Hydro,48.58,51.98,48.58,40.59,47.41
TUN,Tunisia,320,Gas,,,,,1807.84
TUN,Tunisia,364,Gas,,,,,2056.42
TUN,Tunisia,424,Gas,,,,,2395.39
TUN,Tunisia,424,Gas,,,,,2395.39
TUN,Tunisia,375,Gas,,,,,2118.56
TUN,Tunisia,66,Gas,,,,,372.86
TUN,Tunisia,34,Gas,,,,,192.08
ZAF,South Africa,171,Gas,,,,,0
ZAF,South Africa,82.5,Solar,198.14,205.65,227.36,203.42,227.24
ZAF,South Africa,134.4,Wind,,,,,470.55
ZAF,South Africa,1327,Oil,,,,,63.91
ZAF,South Africa,10.65,Solar,,,25.92,21.89,25.07
ZAF,South Africa,2352,Coal,,,,,13576.86
ZAF,South Africa,10.3,Solar,,,20.72,19.33,20.32
ZAF,South Africa,7,Hydro,13.22,12.63,12.75,13.55,13.51
ZAF,South Africa,6.5,Waste,,,,,0
ZAF,South Africa,50,Solar,,,,,137.06
ZAF,South Africa,60,Solar,,,159.46,139.71,162.2
ZAF,South Africa,1600,Coal,,,,,9235.96
ZAF,South Africa,21,Wind,,,,71.43,76.06
ZAF,South Africa,73.8,Wind,190.47,187.08,190.3,185.22,169.64
ZAF,South Africa,138.6,Wind,,,398.49,434.64,390.02
ZAF,South Africa,5.2,Wind,12.94,11.6,10.65,11.74,11.7
ZAF,South Africa,27,Wind,,,84.16,86.14,79.03
ZAF,South Africa,50,Solar,,,134.4,117.66,135.13
ZAF,South Africa,9.7,Solar,,,21.77,20.36,21.99
ZAF,South Africa,75,Solar,,,,,192.92
ZAF,South Africa,48,Solar,109.91,116.92,131.29,118.3,129.6
ZAF,South Africa,100,Wind,,,316.63,332.14,315.54
ZAF,South Africa,1000,Hydro,2667.78,2570.24,1630.79,2622.54,1626.8
ZAF,South Africa,75,Solar,,,175.71,154.33,182.12
ZAF,South Africa,50,Solar,,,135.47,114.42,136.5
ZAF,South Africa,2.22,Waste,,,,,0
ZAF,South Africa,3600,Coal,,,,,20780.91
ZAF,South Africa,2.2,Waste,,,,,0
ZAF,South Africa,360,Hydro,902.02,1187.36,732.01,829.72,830.45
ZAF,South Africa,138,Wind,,,,395.12,411.69
ZAF,South Africa,740,Oil,,,,,35.63
ZAF,South Africa,3.5,Biomass,,,,,
ZAF,South Africa,61.5,Wind,,,,187.58,192.8
ZAF,South Africa,10,Solar,21.18,20.8,21.95,20.43,19.36
ZAF,South Africa,1190,Coal,,,,,6869.24
ZAF,South Africa,2000,Coal,,,,,11544.95
ZAF,South Africa,19,Solar,,44.79,51.01,47.81,51.01
ZAF,South Africa,25.47,Waste,,,,,0
ZAF,South Africa,66.6,Wind,,,219.03,214.22,212.54
ZAF,South Africa,96,Solar,,,256.52,224.63,260.68
ZAF,South Africa,138,Wind,,,396.77,420.01,388.33
ZAF,South Africa,100,Solar,,,,237.98,263.23
ZAF,South Africa,75,Solar,166.59,171.35,196.54,180.88,193.19
ZAF,South Africa,50.4,Solar,111.92,114.75,134.08,121.71,131.87
ZAF,South Africa,73.8,Wind,,,229.74,,173.53
ZAF,South Africa,100,Solar,239.3,249.35,275.3,245.78,274.02
ZAF,South Africa,100,Solar,239.3,249.08,275.16,245.24,274.02
ZAF,South Africa,600,Coal,,,,,3463.48
ZAF,South Africa,4116,Coal,,,,,23759.51
ZAF,South Africa,50,Solar,,,,,124.45
ZAF,South Africa,140,Wind,,,,,329.2
ZAF,South Africa,30,Wind,,,80.47,88.46,85.78
ZAF,South Africa,1800,Nuclear,,,,,13236.99
ZAF,South Africa,1000,Coal,,,,,5772.47
ZAF,South Africa,75,Solar,169.4,175.96,200.61,173.28,192.66
ZAF,South Africa,11,Solar,,,27.83,23.83,25.51
ZAF,South Africa,3000,Coal,,,,,17317.43
ZAF,South Africa,794,Coal,,,,,4583.34
ZAF,South Africa,75,Solar,,,200.4,175.49,203.66
ZAF,South Africa,3708,Coal,,,,,21404.34
ZAF,South Africa,75,Solar,,,200.74,161.46,201.8
ZAF,South Africa,40,Solar,,,91.41,83.77,98.34
ZAF,South Africa,140,Wind,,,,,329.2
ZAF,South Africa,10.1,Biomass,,,,,
ZAF,South Africa,100,Wind,,,,,235.14
ZAF,South Africa,144,Wind,,,,,338.61
ZAF,South Africa,4110,Coal,,,,,23724.88
ZAF,South Africa,2,Waste,,,,,0
ZAF,South Africa,3990,Coal,,,,,23032.18
ZAF,South Africa,3600,Coal,,,,,20780.91
ZAF,South Africa,9.7,Solar,20.57,21.4,21.71,21.44,21.48
ZAF,South Africa,86,Solar,,,,,231.57
ZAF,South Africa,12.57,Hydro,29.19,32.09,27.39,30.6,30.92
ZAF,South Africa,80,Wind,,,,,277.03
ZAF,South Africa,82.5,Solar,172.56,177.58,195.83,181.1,206.6
ZAF,South Africa,400,Hydro,601.79,544.75,544.75,546.24,544.75
ZAF,South Africa,4.2,Waste,,,,,0
ZAF,South Africa,171,Gas,,,,,0
ZAF,South Africa,180,Coal,,,,,1039.04
ZAF,South Africa,19.9,Solar,47.65,49.9,53.91,49.04,55.22
ZAF,South Africa,86,Solar,,,,,231.57
ZAF,South Africa,82.5,Solar,,,,,140.56
ZAF,South Africa,80,Wind,,,,247.36,290.86
ZAF,South Africa,300,Coal,,,,,1731.74
ZAF,South Africa,7,Solar,,15.23,15.95,15.7,15.88
ZAF,South Africa,100,Wind,,,,299.51,320.2
ZAF,South Africa,94.3,Solar,,,256.83,220.87,256.06
ZAF,South Africa,5,Solar,9.87,10.24,11.05,9.89,10.11
ZAF,South Africa,75,Solar,,,196.01,173.11,199.94
ZAF,South Africa,75,Solar,,,,173.11,192.92
ZAF,South Africa,28,Solar,66.64,68.29,77.58,68.22,77.4
ZAF,South Africa,5,Solar,,,,10.12,9.81
ZAF,South Africa,66,Solar,,,,,112.44
ZAF,South Africa,44.19,Solar,,,106.39,87.1,100.12
ZAF,South Africa,95,Wind,,,,,289.95
ZAF,South Africa,3654,Coal,,,,,21092.63
ZAF,South Africa,8.9,Solar,,,17.22,16.29,17.68
ZAF,South Africa,27,Wind,,,84.05,87.33,92.18
ZAF,South Africa,240,Hydro,583.03,761.05,469.69,534.78,535.32
ZAF,South Africa,10.5,Solar,,,24.5,21.2,27.73
ZAF,South Africa,23,Wind,,,,,83.09
ZAF,South Africa,94,Wind,,,,333.07,370.77
ZAF,South Africa,30,Solar,,,80.24,69.81,81.61
ZAF,South Africa,100,Solar,227.14,233.3,266.57,230.76,256.46
