country,country_long,capacity_mw,primary_fuel,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017
CZE,Czech Republic,10,Solar,14.59,15.05,14.88,14.16,14.01
CZE,Czech Republic,1,Solar,1.22,1.36,1.36,1.29,1.27
CZE,Czech Republic,1.1,Solar,1.32,1.47,1.47,1.38,1.38
CZE,Czech Republic,3,Solar,4.24,4.35,4.31,4.15,4.12
CZE,Czech Republic,1,Solar,1.26,1.37,1.35,1.28,1.28
CZE,Czech Republic,1.5,Solar,1.95,2.05,2.05,1.98,1.97
CZE,Czech Republic,1.2,Solar,1.47,1.62,1.61,1.58,1.53
CZE,Czech Republic,3.7,Solar,5.12,5.33,5.36,5.26,5.1
CZE,Czech Republic,1.5,Hydro,5.41,3.83,4.03,4.06,4.05
CZE,Czech Republic,120,Hydro,250.25,113.46,112.95,114.58,114.27
CZE,Czech Republic,1.1,Solar,1.5,1.43,1.43,1.37,1.32
CZE,Czech Republic,1.9,Solar,2.38,2.53,2.52,2.5,2.5
CZE,Czech Republic,1,Solar,1.28,1.31,1.36,1.28,1.27
CZE,Czech Republic,1.6,Solar,2.29,2.18,2.18,2.09,2.01
CZE,Czech Republic,1,Solar,1.36,1.35,1.34,1.28,1.22
CZE,Czech Republic,1,Solar,1.28,1.37,1.37,1.35,1.35
CZE,Czech Republic,2,Solar,2.66,2.79,2.79,2.8,2.79
CZE,Czech Republic,2.3,Solar,3.21,3.22,3.22,3.2,3.17
CZE,Czech Republic,165,Coal,,,,,745.72
CZE,Czech Republic,3.6,Solar,4.96,5.2,5.2,5.22,5.26
CZE,Czech Republic,1,Solar,1.22,1.37,1.37,1.28,1.28
CZE,Czech Republic,4.9,Solar,6.4,7.18,7.2,7.06,6.77
CZE,Czech Republic,2,Solar,2.66,2.79,2.79,2.81,2.76
CZE,Czech Republic,2.3,Solar,3.19,3.21,3.21,3.23,3.22
CZE,Czech Republic,960,Coal,,,,,4338.78
CZE,Czech Republic,1.1,Solar,1.38,1.46,1.46,1.46,1.46
CZE,Czech Republic,1.6,Solar,2.1,2.18,2.18,2.19,2.19
CZE,Czech Republic,5,Solar,6.91,7.56,7.56,7.17,7.04
CZE,Czech Republic,17.5,Solar,24.98,26.99,26.98,25.89,25.55
CZE,Czech Republic,1,Solar,1.35,1.36,1.33,1.28,1.26
CZE,Czech Republic,1,Solar,1.26,1.35,1.35,1.28,1.26
CZE,Czech Republic,1,Solar,1.38,1.36,1.29,1.26,1.22
CZE,Czech Republic,1.5,Solar,1.95,2.05,2.05,2.05,2.04
CZE,Czech Republic,1.9,Solar,2.41,2.51,2.51,2.51,2.5
CZE,Czech Republic,1.2,Solar,1.53,1.62,1.62,1.62,1.62
CZE,Czech Republic,1,Solar,1.26,1.35,1.34,1.29,1.26
CZE,Czech Republic,2.1,Solar,3,2.98,2.97,3,2.92
CZE,Czech Republic,2.1,Solar,2.97,2.94,2.95,2.96,2.93
CZE,Czech Republic,1.6,Solar,2.09,2.21,2.21,2.12,2.09
CZE,Czech Republic,3.4,Solar,5.13,4.95,4.73,4.62,4.5
CZE,Czech Republic,2,Solar,2.66,2.79,2.82,2.8,2.74
CZE,Czech Republic,1,Solar,1.36,1.33,1.28,1.26,1.22
CZE,Czech Republic,2,Solar,3.02,2.81,2.8,2.75,2.72
CZE,Czech Republic,2.8,Solar,3.99,4,4,3.93,3.78
CZE,Czech Republic,3.2,Solar,4.53,4.62,4.61,4.73,4.69
CZE,Czech Republic,4.9,Solar,6.66,7.19,7.19,7.03,6.8
CZE,Czech Republic,3,Solar,4.24,4.37,4.37,4.18,4.12
CZE,Czech Republic,2,Solar,2.76,2.78,2.79,2.81,2.8
CZE,Czech Republic,2.4,Solar,3.4,3.36,3.36,3.32,3.3
CZE,Czech Republic,1.2,Solar,1.65,1.59,1.59,1.53,1.47
CZE,Czech Republic,1.5,Solar,2.17,2.04,1.97,1.94,1.88
CZE,Czech Republic,1,Solar,1.28,1.36,1.37,1.34,1.32
CZE,Czech Republic,1,Solar,1.28,1.33,1.36,1.28,1.27
CZE,Czech Republic,2.4,Solar,3.35,3.36,3.36,3.34,3.32
CZE,Czech Republic,3.3,Solar,4.54,4.8,4.78,4.6,4.53
CZE,Czech Republic,2,Solar,2.66,2.79,2.79,2.77,2.8
CZE,Czech Republic,3,Solar,4.12,4.37,4.37,4.26,4.27
CZE,Czech Republic,3.6,Solar,4.81,5.26,5.23,5.04,4.97
CZE,Czech Republic,3.5,Solar,4.79,5.09,5.14,4.97,4.84
CZE,Czech Republic,1,Solar,1.26,1.37,1.37,1.34,1.33
CZE,Czech Republic,3,Solar,4.18,4.36,4.34,4.24,4.16
CZE,Czech Republic,360,Coal,,,,,1627.04
CZE,Czech Republic,1,Solar,1.25,1.36,1.31,1.28,1.26
CZE,Czech Republic,364,Hydro,925.49,672.67,598.28,674.51,562.73
CZE,Czech Republic,1,Solar,1.25,1.37,1.37,1.28,1.28
CZE,Czech Republic,3,Solar,4.18,4.36,4.34,4.24,4.15
CZE,Czech Republic,8,Solar,11.13,11.95,11.95,11.84,11.87
CZE,Czech Republic,2.5,Solar,3.84,3.52,3.46,3.46,3.37
CZE,Czech Republic,2.5,Solar,3.46,3.49,3.51,3.53,3.46
CZE,Czech Republic,3.4,Solar,4.67,4.94,4.92,4.66,4.63
CZE,Czech Republic,1.9,Solar,2.41,2.53,2.55,2.46,2.39
CZE,Czech Republic,1.3,Solar,1.65,1.74,1.73,1.66,1.66
CZE,Czech Republic,1.6,Solar,2.09,2.19,2.2,2.11,2.1
CZE,Czech Republic,3,Solar,4.18,4.36,4.34,4.24,4.15
CZE,Czech Republic,3.3,Solar,4.62,4.74,4.74,4.51,4.47
CZE,Czech Republic,1,Solar,1.36,1.33,1.28,1.24,1.22
CZE,Czech Republic,1,Solar,1.26,1.37,1.37,1.34,1.33
CZE,Czech Republic,137,Coal,,,,,619.18
CZE,Czech Republic,65,Coal,,,,,293.77
CZE,Czech Republic,1.2,Solar,1.7,1.59,1.56,1.52,1.47
CZE,Czech Republic,1,Solar,1.4,1.34,1.3,1.26,1.22
CZE,Czech Republic,1.3,Solar,1.79,1.72,1.66,1.6,1.59
CZE,Czech Republic,1000,Coal,,,,,4519.56
CZE,Czech Republic,1.4,Solar,1.78,1.87,1.87,1.79,1.79
CZE,Czech Republic,5.8,Solar,7.88,8.54,8.65,8.29,8.06
CZE,Czech Republic,2,Solar,2.76,2.78,2.78,2.81,2.8
CZE,Czech Republic,1.5,Solar,1.95,2.05,2.03,1.96,1.88
CZE,Czech Republic,165,Coal,,,,,745.72
CZE,Czech Republic,4,Solar,6.08,5.82,5.61,5.48,5.34
CZE,Czech Republic,840,Gas,,,,,1976.06
CZE,Czech Republic,3.2,Solar,4.27,4.69,4.7,4.52,4.43
CZE,Czech Republic,2.4,Solar,3.23,3.35,3.26,3.35,3.36
CZE,Czech Republic,2.2,Solar,2.98,3.08,3.03,3.08,3.12
CZE,Czech Republic,3.2,Solar,4.52,4.67,4.63,4.4,4.37
CZE,Czech Republic,750,Coal,,,,,3389.67
CZE,Czech Republic,3,Solar,4.24,4.31,4.24,4.14,4.03
CZE,Czech Republic,1.7,Solar,2.15,2.28,2.28,2.22,2.22
CZE,Czech Republic,1,Solar,1.26,1.37,1.32,1.28,1.28
CZE,Czech Republic,2.1,Solar,2.94,2.94,2.95,2.95,2.93
CZE,Czech Republic,1.5,Solar,1.95,2.06,2.06,1.97,1.97
CZE,Czech Republic,1,Solar,1.4,1.33,1.3,1.26,1.22
CZE,Czech Republic,1.5,Solar,1.99,2.06,2.07,1.98,1.95
CZE,Czech Republic,1.6,Solar,2.06,2.18,2.21,2.14,2.11
CZE,Czech Republic,3.4,Solar,4.62,4.89,4.89,4.89,4.88
CZE,Czech Republic,2.3,Solar,3.17,3.19,3.23,3.25,3.18
CZE,Czech Republic,6.5,Solar,8.75,9.65,9.7,9.29,9.06
CZE,Czech Republic,14.2,Solar,20.24,21.73,21.6,20.87,20.59
CZE,Czech Republic,12.8,Solar,18.18,19.66,19.6,18.77,18.49
CZE,Czech Republic,6.6,Solar,8.97,9.82,9.71,9.33,9.12
CZE,Czech Republic,4.5,Solar,6.22,6.56,6.55,6.3,6.17
CZE,Czech Republic,2.2,Solar,3.09,3.06,2.99,3.12,3.08
CZE,Czech Republic,2.2,Solar,3.07,3.07,3.07,3.09,3.08
CZE,Czech Republic,1.4,Solar,1.78,1.86,1.86,1.79,1.78
CZE,Czech Republic,1,Solar,1.22,1.35,1.35,1.29,1.29
CZE,Czech Republic,2.7,Solar,3.75,3.8,3.8,3.82,3.81
CZE,Czech Republic,7,Solar,9.35,10.47,10.45,10.08,9.99
CZE,Czech Republic,2.7,Solar,3.85,3.82,3.81,3.76,3.74
CZE,Czech Republic,2,Solar,2.76,2.79,2.82,2.78,2.74
CZE,Czech Republic,2.3,Solar,3.43,3.23,3.18,3.18,3.08
CZE,Czech Republic,1.7,Solar,2.34,2.29,2.22,2.17,2.09
CZE,Czech Republic,1.2,Solar,1.53,1.61,1.62,1.59,1.58
CZE,Czech Republic,1.4,Solar,1.79,1.86,1.87,1.86,1.84
CZE,Czech Republic,4.3,Solar,6.01,6.19,6.19,5.86,5.83
CZE,Czech Republic,1,Solar,1.36,1.33,1.33,1.27,1.22
CZE,Czech Republic,1.4,Solar,1.93,1.85,1.85,1.78,1.72
CZE,Czech Republic,1.2,Solar,1.7,1.59,1.55,1.52,1.47
CZE,Czech Republic,1,Solar,1.26,1.37,1.37,1.28,1.28
CZE,Czech Republic,4.6,Solar,6.39,7.08,7.07,6.74,6.74
CZE,Czech Republic,1.1,Solar,1.39,1.46,1.45,1.38,1.36
CZE,Czech Republic,4.8,Solar,7.47,7.78,7.79,7.89,7.86
CZE,Czech Republic,1.2,Solar,1.52,1.61,1.62,1.58,1.54
CZE,Czech Republic,1.5,Solar,1.99,2.07,2.04,2,1.95
CZE,Czech Republic,2,Solar,2.97,2.8,2.8,2.75,2.66
CZE,Czech Republic,1.1,Solar,1.39,1.45,1.46,1.38,1.37
CZE,Czech Republic,6.1,Solar,8.42,9.09,9.09,8.55,8.21
CZE,Czech Republic,2,Solar,2.73,2.79,2.78,2.75,2.76
CZE,Czech Republic,70,Coal,,,,,316.36
CZE,Czech Republic,144,Hydro,360.1,280.48,280.48,281.25,280.48
CZE,Czech Republic,2.2,Solar,2.98,3.08,3.1,3.09,3.06
CZE,Czech Republic,2.1,Solar,2.84,2.95,2.97,2.96,2.93
CZE,Czech Republic,1.1,Solar,1.39,1.47,1.46,1.47,1.46
CZE,Czech Republic,1,Solar,1.22,1.37,1.35,1.29,1.28
CZE,Czech Republic,4.3,Solar,6.04,6.14,6.15,6.28,6.27
CZE,Czech Republic,7.5,Solar,10.73,11.03,11.14,11.23,11.2
CZE,Czech Republic,2.7,Solar,4.11,3.81,3.81,3.76,3.65
CZE,Czech Republic,1.1,Solar,1.37,1.44,1.42,1.37,1.32
CZE,Czech Republic,2.8,Solar,3.98,4,3.97,3.91,3.89
CZE,Czech Republic,3,Solar,4.24,4.37,4.36,4.19,4.07
CZE,Czech Republic,144,Coal,,,,,650.81
CZE,Czech Republic,1.7,Solar,2.18,2.27,2.27,2.28,2.29
CZE,Czech Republic,3.3,Solar,4.62,4.81,4.8,4.54,4.49
CZE,Czech Republic,1.7,Solar,2.15,2.27,2.27,2.2,2.18
CZE,Czech Republic,2.6,Solar,3.61,3.65,3.65,3.6,3.58
CZE,Czech Republic,5,Solar,6.91,7.56,7.54,7.19,7.02
CZE,Czech Republic,2,Solar,2.75,2.78,2.78,2.79,2.72
CZE,Czech Republic,4,Solar,5.34,5.83,5.83,5.61,5.6
CZE,Czech Republic,1.4,Solar,1.81,1.87,1.86,1.79,1.72
CZE,Czech Republic,1,Solar,1.4,1.34,1.28,1.26,1.22
CZE,Czech Republic,13.6,Solar,20.76,20.72,19.91,19.58,19.07
CZE,Czech Republic,2.1,Solar,2.93,2.95,2.95,2.98,2.97
CZE,Czech Republic,3.5,Solar,4.96,5.02,5.06,5.14,5.1
CZE,Czech Republic,2.9,Solar,4.12,4.16,4.16,4.04,3.99
CZE,Czech Republic,20,Solar,30.99,30.64,29.82,29.44,28.6
CZE,Czech Republic,1.2,Solar,1.52,1.6,1.6,1.56,1.54
CZE,Czech Republic,4,Solar,5.97,5.77,5.77,5.49,5.32
CZE,Czech Republic,4.9,Solar,6.68,7.13,7.18,6.84,6.66
CZE,Czech Republic,2.1,Solar,3.16,2.97,2.93,2.85,2.84
CZE,Czech Republic,1,Solar,1.28,1.36,1.36,1.29,1.25
CZE,Czech Republic,3.1,Solar,4.3,4.51,4.51,4.48,4.51
CZE,Czech Republic,3.1,Solar,4.42,4.48,4.49,4.54,4.53
CZE,Czech Republic,2.2,Solar,3.31,3.1,3.07,3.05,2.98
CZE,Czech Republic,3.7,Solar,5.46,5.35,5.17,5.06,4.94
CZE,Czech Republic,3.1,Solar,4.37,4.48,4.5,4.48,4.46
CZE,Czech Republic,1,Solar,1.25,1.36,1.36,1.29,1.28
CZE,Czech Republic,2133,Nuclear,,,,,14874.31
CZE,Czech Republic,1,Solar,1.29,1.33,1.28,1.26,1.22
CZE,Czech Republic,296,Coal,,,,,1337.79
CZE,Czech Republic,2.2,Solar,2.98,3.08,3.06,3.11,3.12
CZE,Czech Republic,2,Solar,3.06,2.81,2.75,2.74,2.66
CZE,Czech Republic,1,Solar,1.37,1.33,1.33,1.26,1.22
CZE,Czech Republic,177,Coal,,,,,799.96
CZE,Czech Republic,2,Solar,2.73,2.78,2.79,2.75,2.76
CZE,Czech Republic,159,Coal,,,,,718.61
CZE,Czech Republic,1,Solar,1.28,1.36,1.36,1.35,1.36
CZE,Czech Republic,1.8,Solar,2.28,2.38,2.38,2.41,2.4
CZE,Czech Republic,7.7,Solar,10.51,11.5,11.47,10.92,10.74
CZE,Czech Republic,800,Coal,,,,,3615.65
CZE,Czech Republic,1,Solar,1.28,1.37,1.37,1.37,1.37
CZE,Czech Republic,1,Solar,1.38,1.33,1.28,1.26,1.22
CZE,Czech Republic,1,Solar,1.26,1.36,1.35,1.29,1.26
CZE,Czech Republic,10.2,Solar,14.42,15.32,15.38,15.11,14.67
CZE,Czech Republic,1,Solar,1.28,1.37,1.37,1.34,1.33
CZE,Czech Republic,2,Solar,2.76,2.78,2.78,2.81,2.8
CZE,Czech Republic,2.5,Solar,3.37,3.52,3.52,3.47,3.49
CZE,Czech Republic,1.6,Solar,2.06,2.19,2.19,2.11,2.12
CZE,Czech Republic,1.2,Solar,1.47,1.61,1.55,1.53,1.51
CZE,Czech Republic,1.5,Solar,1.88,2.06,2.06,2.03,1.99
CZE,Czech Republic,3.9,Solar,5.18,5.65,5.7,5.56,5.5
CZE,Czech Republic,1.5,Solar,1.94,2.05,2.05,1.98,1.96
CZE,Czech Republic,3.3,Solar,4.62,4.74,4.72,4.49,4.47
CZE,Czech Republic,1.5,Solar,1.99,2.07,2.07,1.98,1.91
CZE,Czech Republic,3.2,Solar,4.49,4.61,4.65,4.64,4.63
CZE,Czech Republic,2,Solar,2.73,2.78,2.79,2.8,2.76
CZE,Czech Republic,1,Solar,1.29,1.37,1.37,1.35,1.31
CZE,Czech Republic,6.3,Solar,8.48,9.36,9.31,8.92,8.79
CZE,Czech Republic,2.8,Solar,3.92,3.97,3.98,4.01,4
CZE,Czech Republic,1.4,Solar,1.76,1.86,1.87,1.82,1.78
CZE,Czech Republic,2.7,Solar,4.11,3.81,3.81,3.76,3.65
CZE,Czech Republic,1.9,Solar,2.38,2.51,2.54,2.46,2.39
CZE,Czech Republic,35,Solar,47.3,51.17,51.08,50.1,50.12
CZE,Czech Republic,4.3,Solar,6.3,6.19,5.96,5.86,5.68
CZE,Czech Republic,14,Solar,20.6,21.07,21.32,21.36,21.2
CZE,Czech Republic,1,Solar,1.26,1.37,1.36,1.28,1.27
CZE,Czech Republic,2.5,Solar,3.73,3.47,3.52,3.38,3.5
CZE,Czech Republic,1.2,Solar,1.51,1.62,1.62,1.54,1.54
CZE,Czech Republic,6.7,Solar,9.47,9.78,9.89,10,9.97
CZE,Czech Republic,1.4,Solar,1.94,1.87,1.85,1.79,1.76
CZE,Czech Republic,3,Solar,4.27,4.33,4.35,4.37,4.31
CZE,Czech Republic,1,Solar,1.4,1.34,1.3,1.26,1.22
CZE,Czech Republic,4,Solar,5.63,5.85,5.85,5.52,5.45
CZE,Czech Republic,4.1,Solar,5.44,5.99,5.98,5.82,5.76
CZE,Czech Republic,4.4,Solar,5.86,6.44,6.44,6.15,6.13
CZE,Czech Republic,16,Solar,22.61,24.56,24.56,23.56,23.49
CZE,Czech Republic,1.4,Solar,1.78,1.87,1.86,1.79,1.79
CZE,Czech Republic,1,Solar,1.25,1.37,1.37,1.29,1.29
CZE,Czech Republic,5,Solar,7.19,7.43,7.43,7.57,7.57
CZE,Czech Republic,1.7,Solar,2.17,2.26,2.29,2.22,2.17
CZE,Czech Republic,1,Solar,1.4,1.34,1.3,1.26,1.22
CZE,Czech Republic,1.2,Solar,1.7,1.59,1.55,1.52,1.47
CZE,Czech Republic,1.9,Solar,2.69,2.5,2.5,2.4,2.31
CZE,Czech Republic,2.2,Solar,2.98,3.09,3.07,3.06,3.1
CZE,Czech Republic,1.7,Solar,2.14,2.26,2.3,2.22,2.18
CZE,Czech Republic,1.2,Solar,1.47,1.62,1.6,1.53,1.55
CZE,Czech Republic,3.4,Solar,4.5,4.93,4.92,4.74,4.78
CZE,Czech Republic,370,Gas,,,,,870.41
CZE,Czech Republic,1,Solar,1.25,1.37,1.37,1.28,1.29
CZE,Czech Republic,1.9,Solar,2.41,2.52,2.52,2.53,2.52
CZE,Czech Republic,5.4,Solar,7.57,8.09,8.09,8,8.01
CZE,Czech Republic,9.3,Solar,12.89,13.98,13.47,13.13,12.75
CZE,Czech Republic,4.4,Solar,6.16,6.41,6.45,6.16,6.04
CZE,Czech Republic,1.3,Solar,1.65,1.74,1.74,1.72,1.72
CZE,Czech Republic,64,Coal,,,,,289.25
CZE,Czech Republic,2.2,Solar,2.98,3.09,3.08,3.07,3.12
CZE,Czech Republic,2,Solar,2.81,2.81,2.8,2.74,2.73
CZE,Czech Republic,1.6,Solar,2.12,2.17,2.21,2.11,2.09
CZE,Czech Republic,1.5,Solar,1.96,2.05,2.05,2.05,2.04
CZE,Czech Republic,2.3,Solar,3.09,3.22,3.24,3.24,3.2
CZE,Czech Republic,2.5,Solar,3.78,3.52,3.5,3.46,3.36
CZE,Czech Republic,4.5,Solar,6.22,6.59,6.51,6.33,6.21
CZE,Czech Republic,1.6,Solar,2.09,2.2,2.16,2.13,2.11
CZE,Czech Republic,1.4,Solar,1.81,1.85,1.79,1.77,1.72
CZE,Czech Republic,3.3,Solar,4.54,4.78,4.68,4.64,4.54
CZE,Czech Republic,1.9,Solar,2.6,2.51,2.52,2.4,2.31
CZE,Czech Republic,2.9,Solar,4.31,4.13,4.06,4.01,3.91
CZE,Czech Republic,1,Solar,1.25,1.37,1.37,1.28,1.27
CZE,Czech Republic,1.3,Solar,1.6,1.74,1.74,1.67,1.67
CZE,Czech Republic,1,Solar,1.22,1.37,1.37,1.28,1.28
CZE,Czech Republic,2.8,Solar,4.28,3.97,3.97,3.9,3.79
CZE,Czech Republic,1.2,Solar,1.55,1.59,1.59,1.52,1.52
CZE,Czech Republic,1.3,Solar,1.68,1.72,1.72,1.66,1.65
CZE,Czech Republic,4.5,Solar,6.3,6.52,6.51,6.19,6.16
CZE,Czech Republic,1.2,Solar,1.55,1.59,1.59,1.52,1.52
CZE,Czech Republic,3,Solar,4.18,4.26,4.38,4.26,4.14
CZE,Czech Republic,2,Solar,2.97,2.8,2.75,2.73,2.66
CZE,Czech Republic,1,Solar,1.29,1.36,1.36,1.28,1.25
CZE,Czech Republic,2.5,Solar,3.47,3.51,3.51,3.53,3.52
CZE,Czech Republic,29.9,Solar,41.05,43.11,42.82,41.45,41.24
CZE,Czech Republic,2.9,Solar,3.91,4.15,4.15,4.07,4.06
CZE,Czech Republic,22.5,Hydro,83.45,61.54,71.76,61.71,62.55
CZE,Czech Republic,45,Hydro,146.76,103.47,123.91,103.76,105.49
CZE,Czech Republic,5.6,Solar,8.06,8.28,8.36,8.47,8.4
CZE,Czech Republic,1.1,Solar,1.5,1.43,1.43,1.37,1.32
CZE,Czech Republic,1.3,Solar,1.69,1.73,1.73,1.68,1.65
CZE,Czech Republic,1,Solar,1.29,1.37,1.36,1.36,1.35
CZE,Czech Republic,1.2,Solar,1.55,1.6,1.61,1.53,1.53
CZE,Czech Republic,1,Solar,1.26,1.35,1.34,1.29,1.28
CZE,Czech Republic,1.7,Solar,2.09,2.28,2.27,2.19,2.22
CZE,Czech Republic,1.7,Solar,2.22,2.27,2.27,2.28,2.26
CZE,Czech Republic,1.1,Solar,1.32,1.45,1.46,1.4,1.37
CZE,Czech Republic,2.8,Solar,3.8,4,3.99,3.91,3.92
DZA,Algeria,20,Solar,,35.22,34.22,35.33,35.17
DZA,Algeria,20,Solar,,38.68,37.56,38.37,38.75
DZA,Algeria,520,Gas,,,,,2171.28
DZA,Algeria,20,Solar,,34.85,33.67,34.54,35.46
DZA,Algeria,20,Solar,,33.42,33.58,34.75,34.81
DZA,Algeria,53,Solar,,80.98,81.84,85.66,85.55
DZA,Algeria,20,Solar,,33.64,33.68,33.63,33.75
DZA,Algeria,43.5,Solar,,73.79,72.11,74.36,74.02
DZA,Algeria,71,Gas,,,,,296.46
DZA,Algeria,5,Solar,,8.93,8.71,8.72,8.64
DZA,Algeria,560,Gas,,,,,2338.3
DZA,Algeria,10,Solar,,17.31,16.85,17.16,16.67
DZA,Algeria,100,Gas,,,,,417.55
DZA,Algeria,450,Gas,,,,,1878.99
DZA,Algeria,450,Gas,,,,,1878.99
DZA,Algeria,15,Solar,,28.56,28.61,28.69,28.34
DZA,Algeria,60,Solar,,96.03,95.17,93.44,95.16
DZA,Algeria,292,Gas,,,,,1219.25
DZA,Algeria,30,Solar,,49.38,47.99,50.88,48.72
DZA,Algeria,1200,Gas,,,,,5010.64
DZA,Algeria,418,Gas,,,,,1745.37
DZA,Algeria,72,Gas,,,,,300.63
DZA,Algeria,600,Gas,,,,,2505.32
DZA,Algeria,200,Gas,,,,,835.1
DZA,Algeria,492,Gas,,,,,2054.36
DZA,Algeria,20,Solar,,35.77,34.3,35.45,34.69
DZA,Algeria,106.6,Solar,,163.86,166.11,173.56,173.33
DZA,Algeria,73.8,Solar,,129.42,130.32,131.08,130.11
DZA,Algeria,24,Hydro,30.81,33.08,27.86,32.34,30.82
DZA,Algeria,5,Solar,,9.34,8.63,8.8,8.75
DZA,Algeria,588,Gas,,,,,2455.21
DZA,Algeria,345,Gas,,,,,1440.56
DZA,Algeria,1200,Gas,,,,,5010.64
DZA,Algeria,20,Solar,,33.91,33.62,34.41,33.84
DZA,Algeria,396,Gas,,,,,1653.51
DZA,Algeria,840,Gas,,,,,3507.45
DZA,Algeria,184,Gas,,,,,768.29
DZA,Algeria,980,Gas,,,,,4092.02
DZA,Algeria,19.9,Solar,,33.71,33.18,34.48,33.31
DZA,Algeria,15,Solar,,27.9,28.76,28.54,28.38
DZA,Algeria,20,Solar,,37.41,37.26,37.62,37.38
DZA,Algeria,672,Gas,,,,,2805.96
DZA,Algeria,20,Solar,,38.61,37.36,38.14,38.71
DZA,Algeria,73,Gas,,,,,304.81
DZA,Algeria,5,Solar,,8.8,8.84,8.82,8.92
DZA,Algeria,465,Gas,,,,,1941.62
DZA,Algeria,484,Gas,,,,,2020.96
DZA,Algeria,815,Gas,,,,,3403.06
DZA,Algeria,150,Gas,,,,,626.33
DZA,Algeria,262,Gas,,,,,1093.99
DZA,Algeria,13,Solar,,29.5,30.21,29.73,30.32
DZA,Algeria,1200,Gas,,,,,5010.64
DZA,Algeria,300,Gas,,,,,1252.66
DZA,Algeria,200,Gas,,,,,835.1
DZA,Algeria,600,Gas,,,,,2505.32
DZA,Algeria,9,Solar,,16.23,15.86,16.16,15.97
DZA,Algeria,9,Solar,,17.12,15.83,15.98,15.47
DZA,Algeria,12,Solar,,22.61,22.44,22.98,22.83
DZA,Algeria,6,Solar,,10.49,10.43,10.41,10.57
GHA,Ghana,1038,Hydro,3894.61,3857.96,3242.91,2542.03,2571.73
GHA,Ghana,400,Hydro,1180.27,1212.94,1437.24,968.37,1032.27
GHA,Ghana,20,Solar,38.8,36.52,37.21,38.2,34.38
GHA,Ghana,160,Hydro,662.62,650.73,559.07,451.19,455.61
GHA,Ghana,330,Gas,,,,,1891.94
GHA,Ghana,160,Gas,,,,,917.3
IRL,Ireland,528,Gas,,,,,1812.22
IRL,Ireland,435,Gas,,,,,1493.02
IRL,Ireland,7.6,Wind,15.77,14.21,23.45,18.55,14.65
IRL,Ireland,86,Hydro,308.53,240.01,330.36,293.11,242.52
IRL,Ireland,13.3,Wind,46,41.56,37.12,36.75,36.12
IRL,Ireland,2.55,Wind,4.92,6.83,6.08,5.57,5.25
IRL,Ireland,42,Wind,131.86,127.86,137.52,132.72,129.14
IRL,Ireland,32.4,Wind,,,,113.21,135.96
IRL,Ireland,6.45,Wind,12.61,12.61,14.19,12.57,12.61
IRL,Ireland,48,Wind,138.92,142.91,157,143.13,130.59
IRL,Ireland,57,Wind,210.05,192.69,182.1,169.83,169.51
IRL,Ireland,66.7,Wind,,,,232.87,271.27
IRL,Ireland,39.6,Wind,,,165.05,135.77,146.82
IRL,Ireland,41.4,Wind,172.03,154.29,144.59,128.84,127.93
IRL,Ireland,46,Wind,,,,168.09,191.15
IRL,Ireland,41.4,Wind,141.59,129.61,137.31,124,126.18
IRL,Ireland,1.6,Wind,5.86,4.84,4.4,3.96,3.68
IRL,Ireland,3.4,Wind,7.85,8.91,10.95,7.93,8.35
IRL,Ireland,116,Oil,,,,,19.95
IRL,Ireland,60,Wind,185.58,168.21,194.34,160.04,166.99
IRL,Ireland,8,Wind,20.47,18.08,16.94,16.04,16.19
IRL,Ireland,415,Gas,,,,,1424.37
IRL,Ireland,117.6,Oil,,,,,20.22
IRL,Ireland,42.5,Wind,162.42,170.17,160.67,129.45,137.29
IRL,Ireland,26,Wind,,,,,58.33
IRL,Ireland,5,Wind,10.39,10.13,12.01,10.01,12.31
IRL,Ireland,32.5,Wind,132.34,126.48,109.9,99.34,92.07
IRL,Ireland,216,Oil,,,,,37.14
IRL,Ireland,343,Gas,,,,,1177.25
IRL,Ireland,404,Gas,,,,,1386.62
IRL,Ireland,45,Wind,140.81,136.53,147.34,143.56,137.89
IRL,Ireland,36.8,Wind,,,155.55,121.19,141.39
IRL,Ireland,87,Wind,,362.63,372.33,314.24,327.67
IRL,Ireland,44.5,Wind,,182.79,186.98,161.7,165.75
IRL,Ireland,5.9,Wind,13.6,13.67,15.96,12.67,10.13
IRL,Ireland,27,Hydro,75.26,69.72,83.13,77.42,69.72
IRL,Ireland,4.5,Wind,15.77,12.6,11.82,10.12,10.2
IRL,Ireland,54,Wind,187.49,169.42,171.26,154.28,144.89
IRL,Ireland,2.4,Wind,6.17,5.58,5.4,4.49,5.1
IRL,Ireland,88,Gas,,,,,302.03
IRL,Ireland,72,Wind,213.13,213.38,269.06,231.6,229.54
IRL,Ireland,32.55,Wind,,,137.58,119.11,128.21
IRL,Ireland,915,Coal,,,,,5809
IRL,Ireland,84,Wind,,,363.7,298.46,335.53
IRL,Ireland,34.5,Wind,112.54,101.45,112.06,99.53,94.13
IRL,Ireland,480,Gas,,,,,1647.47
IRL,Ireland,18.7,Wind,58.08,54.93,60.2,55.42,53.59
IRL,Ireland,36.5,Wind,,,,,148.95
IRL,Ireland,104,Oil,,,,,17.88
IRL,Ireland,166,Gas,,,,,569.75
