"GDP per capita, current prices
 (U.S. dollars per capita)",1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
Italy,8548.182,7739.537,7642.779,7925.739,7830.361,8082.894,11446.007,14366.803,15913.065,16538.736,20624.437,21766.811,23085.989,18548.316,19124.216,20675.32,23094.404,21858.43,22348.031,22029.702,20153.067,20505.907,22386.262,27580.457,31342.811,32031.426,33448.085,37828.364,40818.985,36982.806,35815.615,38276.034,34743.73,35534.99,35836.183,30463.696,31190.794,32648.756,34921.013,33521.343,31604.433,35584.882,38168.69,39831.374,41252.803,42688.755,44059.793
