"GDP per capita, current prices
 (U.S. dollars per capita)",1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
Tunisia,1482.823,1390.414,1309.899,1322.84,1286.6,1271.845,1312.226,1382.408,1411.506,1386.015,1636.643,1687.19,1973.446,1814.879,1903.845,2156.454,2299.375,2210.809,2295.188,2388.986,2213.949,2254.913,2345.99,2762.051,3112.91,3194.48,3371.538,3778.891,4308.911,4131.023,4140.465,4256.837,4137.572,4198.849,4274.467,3829.495,3665.678,3436.203,3442.696,3324.127,3294.88,3555.587,3747.541,3916.276,4094.26,4257.456,4399.399
