"GDP per capita, current prices
 (U.S. dollars per capita)",1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
Luxembourg,17738.608,15251.874,12514.722,12284.434,12033.023,12444.197,18023.017,22239.616,24976.673,26333.586,33201.394,35490.269,39219.909,39643.662,43483.047,50911.338,49921.106,44382.362,45822.189,49541.93,49183.426,48498.772,53399.453,66061.086,76343.548,81048.07,90499.474,107014.124,115898.758,104393.459,106177.041,117366.282,108050.474,114996.722,120449.741,102624.733,105364.028,108621.942,117859.718,115838.953,116921.11,131301.599,137947.805,144013.307,149736.395,155059.54,160140.738
