"GDP per capita, current prices
 (U.S. dollars per capita)",1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
Ghana,3489.408,5537.341,6271.389,4114.168,1391.696,1213.37,1094.377,895.168,930.218,924.054,1045.579,1142.78,1102.828,881.064,793.783,918.725,950,945.574,1002.591,1012.265,606.494,630.69,714.412,860.458,973.275,1151.293,1320.27,1520.628,1688.059,1477.632,1757.029,2131.731,2197.891,2405.776,2003.714,1784.251,1982.243,2086.598,2275.769,2265.713,2225.506,2413.095,2556.508,2666.591,2787.107,2919.418,3053.529
